1,"$10\,000 Gold?",Steigt Gold auf 10.000 Dollar?
37598,From 1993 to 2001 a series of abrasive encounters poisoned the atmosphere: the forced boarding of a Chinese merchant ship (wrongly suspected of carrying chemical warfare components to Iran) in the Arabian Gulf; US efforts to block Chinas bid to host the 2000 Olympics; escalating tensions over Taiwan; the Wen Ho Lee affair (where China was falsely implicated in the theft of American nuclear secrets); the accidental bombing of Chinas embassy by US warplanes during the Kosovo war; and the mid-air collision of a US spy plane and a Chinese jet fighter last year.,Deine Leiden sind noch lange nicht vorüber...
25286,"Given limited resources\, policymakers and international organizations must ask themselves: Where can we do the most good?",Und tatsächlich könnten die Kosten für eine wirklich universale Grund- und Mittelschulausbildung letztlich höher sein als das gesamte weltweite Hilfsbudget für Schulausbildung.
12780,"Official analyses downplay the effect of lower marginal tax rates on taxable income\, but experience shows that taxable income rises substantially as taxpayers respond to lower marginal rates by working more\, taking more of their compensation in taxable cash than in fringe benefits\, and reducing their tax-deductible consumption.","Offizielle Analysen spielen die Auswirkung niedrigerer Grenzsteuersätze auf das zu versteuernde Einkommen herunter\, aber die Erfahrung zeigt\, dass das steuerpflichtige Einkommen erheblich zunimmt\, da Steuerzahler auf gesunkene Grenzsteuersätze reagieren\, indem sie mehr arbeiten\, einen höheren Anteil ihrer Vergütung in Form von steuerpflichtigen Barleistungen statt geldwerter Vorteile in Anspruch nehmen und ihren steuerlich abzugsfähigen Konsum einschränken."
37599,"Cumulatively\, these events evoked bitter memories of 19 th century Western imperialism\, when ``foreign devils subdued and humiliated China\, running roughshod over a once-proud people.","Diese Tiraden machen eine weitere Besonderheit des guochi-Kults in China deutlich: die Tendenz\, einer schwachen\, nutzlosen Regierung vorzuwerfen\, räuberischen Ausländern nicht die Stirn zu bieten."
155,"Many of the actions and policies of the Coalition Provisional Authority (CPA)\, as well as higher-level Bush administration decisions\, seem to point to a resigned acceptance that early hopes that Iraq would embrace Western-style democracy were misplaced.","Viele Handlungen und Richtlinien der provisorischen Koalitionsbehörde (CPA) als auch Entscheidungen der Regierung Bush auf höherer Ebene scheinen auf eine resignierende Hinnahme hinzudeuten und darauf\, dass die frühere Hoffnung\, der Irak würde eine Demokratie westlichen Stils annehmen\, verloren gegangen ist."
25287,"Should a larger share of the $2.5 trillion that will be directed toward development aid over that period\, and of developing-country budgets\, be directed toward health\, the environment\, food\, water\, or education?","Angesichts von 60 Millionen Kindern\, die immer noch keine Schule besuchen\, darf die internationale Gemeinschaft nicht einfach das gleiche Ziel umfassender Ausbildung bis 2030 verschieben."
12781,Reducing tax expenditures while lowering marginal tax rates can produce substantial revenue by increasing the level of taxable income.&#160;,Eine Kürzung der Steuervergünstigungen in Verbindung mit einer Senkung der Grenzsteuersätze kann der öffentlichen Hand durch die Erhöhung des steuerpflichtigen Einkommens erhebliche Einnahmen bescheren.
156,"Indeed\, such hopes were misplaced.",Tatsächlich sind solche Hoffnungen verloren gegangen.
25288,"With these questions in mind\, the Copenhagen Consensus (which I direct) asked some of the world’s top economists to assess the economic\, social\, and environmental costs and benefits of many different targets.","Statt dessen ist es Zeit\, dieses unrealistische Ziel durch einen erreichbaren\, gezielten und kosteneffektiven Ansatz zu ersetzen."
37600,Echoes of past humiliations were clearly evident in a spate of popular anti-American books published in the late 1990s with such inflammatory titles as ``China Cannot be Intimidated; ``Americas Evil Schemes; and ``A China That Can Say NO.,"Bei ähnlichen Vorfällen in der Vergangenheit\, vom Boxer-Aufstand bis hin zur Bewegung des 4. Mai (die in dem Massaker auf dem Tiananmen-Platz endete)\, haben aufgebrachte chinesische Patrioten ihre eigene Regierung des Landesverrats bezichtigt\, weil sie mit ausländischen Imperialisten angeblich gemeinsame Sache machte."
12782,"The current economic stalemate is troubling\, because financial markets could react adversely\, and because delays in addressing the fiscal deficit means a higher national debt.","Die gegenwärtige wirtschaftliche Sackgasse ist beunruhigend\, weil die Finanzmärkte negativ reagieren könnten und weil Verzögerungen bei der Bekämpfung des Haushaltsdefizits eine höhere Staatsverschuldung bedeuten."
25289,Education for all was among the goals that were assessed.,"Wie der Ökonom George Psacharopoulos in einer aktuellen Veröffentlichung empfiehlt\, sollte in erster Linie das gefördert werden\, was am besten funktioniert: Früherziehung\, insbesondere im Vorschulalter."
157,"Iraqs political culture - and that of most of the Middle East - is incompatible with the basic components of a recognizable Western-style democracy: notions of individual rights and responsibilities are lacking\, the concept of a patriarchal state is deeply rooted\, and individual cultural identity is rarely tied to the national community.","Iraks politische Kultur - und diejenige des größten Teils des Nahen Ostens - verträgt sich nicht mit den Grundbestandteilen einer Demokratie in einem wiedererkennbaren westlichen Stil: Die Vorstellungen von individuellen Rechten und individueller Verantwortlichkeit fehlen\, der Begriff eines patriarchalischen Staates ist tief verwurzelt\, und die individuelle\, kulturelle Identität ist selten der nationalen Gemeinschaft verpflichtet."
37601,In these and other best-selling publications the 19 th century concept of guochi - ``national humiliation - was invoked to express Chinas righteous indignation at the bullying imperialists.,"Dieser Vorwurf des Landesverrats hat dazu beigetragen\, Chinas Kult der nationalen Schande von einem nützlichen Werkzeug der Regierungspropaganda in ein zweischneidiges Schwert zu verwandeln\, das gegen die Regierung selbst erhoben wird."
25290,The importance of education is indisputable.,"Der offensichtlichste Grund dafür\, warum Ausbildung in früher Kindheit einen besseren Ausgangspunkt fürs Leben bietet\, liegt darin\, dass Menschen in jungen Jahren für Wissen am empfänglichsten sind."
12783,"I may be too optimistic\, but I think there is good reason to believe that the current budget stalemate reflects election posturing\, and that the US political system will prove more effective at making progress on fiscal consolidation once the election is past.","Vielleicht bin ich zu optimistisch\, aber ich glaube\, dass es guten Grund zu der Annahme gibt\, dass die &#160;gegenwärtig festgefahrene Diskussion um den Haushalt widerspiegelt\, wie sich die Parteien für die Wahlen in Positur bringen. Sobald die Wahlen vorbei sind\, wird das politische System in den USA effizientere Fortschritte bei der Haushaltskonsolidierung machen."
158,"""On the other hand\, much circular logic figures in analyses that consider the \""traditional\"" nature of Iraqi society an obstacle to liberal democracy.""","""Andererseits prägen viele Trugschlüsse die Analysen\, welche die \""traditionelle\"" Natur der irakischen Gesellschaft für die Behinderung einer liberalen Demokratie halten."""
25291,The problem is that the international community’s credibility in promising universal education has been compromised; it has pledged to achieve this goal in at least 12 UN-sponsored declarations since 1950.,"Darüber hinaus gibt es im Vorschulalter geringere kulturelle Barrieren für Mädchen und weniger Druck auf Kinder\, Arbeit zu leisten."
159,"For these analyses are hardly neutral\, but unwittingly enter an ongoing confrontation.","Denn diese Analysen sind kaum neutral\, sondern treten unbeabsichtigt in eine noch andauernde Auseinandersetzung ein."
37602,"Nor was this a propaganda ploy\, as some suggested.","Und tatsächlich\, die Regierung fürchtete eine allgemeine Gegenreaktion auf ihre Entscheidung\, die Crew des amerikanischen Spionageflugzeugs zu entlassen\, ohne eine bedeutsame Entschuldigung der Amerikaner oder eine angemessene finanzielle Kompensation erwirkt zu haben und schloss stillschweigend mehrere gut besuchte Internet-Sites in den Wochen\, die auf den Vorfall mit dem Spionageflugzeug folgten - einschließlich des Chatrooms\, in dem die oben zitierten Nachrichten erschienen waren."
25292,"For example\, UNESCO promised in 1961 that\, by 1980\, primary education in Africa would be “universal\, compulsory\, and free.”",Und schließlich ist Vorschulerziehung preiswerter als höhere Schulausbildung.
37603,"Though initiated by the government\, the guochi revival resonated in Chinese society.",Seit dem 11. September hat die Wiederbelebung des guochi etwas nachgelassen.
12784,America’s Election and the Global Economy,Die amerikanischen Wahlen und die Weltwirtschaft
25293,"Yet\, when the time came\, about half of primary-school-aged children in Africa were still not attending school.","Die längerfristigen Effekte frühen Lernens sind weniger offensichtlich\, reichen aber dafür tiefer: Schüler\, die die Vorschule besucht haben\, bringen zwar in der Grundschule keine besseren Leistungen als ihre Mitschüler\, neigen aber dazu\, als Erwachsene mehr zu verdienen."
37604,"A 1999 public opinion survey of more than 1200 university students in Beijing revealed that fully 75% of well-educated respondents agreed with the statement that\, ``The [Belgrade] embassy bombing was a deliberate act of the US Government.",Im Interesse der Zusammenarbeit zwischen China und Amerika gegen den Terrorismus hat die chinesische Regierung den emotionalen Gehalt ihrer antiamerikanischen Rhetorik etwas gedrosselt.
160,"In Iraq\, as elsewhere in the Arab and Muslim worlds\, a cultural war is being waged between two paradigms: grand narratives that accept and promote a collectivistic understanding (nationalism\, socialism\, Islamism)\, versus an implicit paradigm of individualistic modernity that is locally rooted yet informed by the global experience.","In Irak wird wie anderswo in der arabischen und mohammedanischen Welt ein kultureller Krieg zwischen zwei Musterbildern geführt: Hier großartige Entwürfe\, die ein kollektivistisches Verständnis dulden (Nationalismus\, Sozialismus\, Islamismus) und dort ein unterschwelliges Paradigma individualistischer Modernität\, das örtlich verwurzelt aber von globalen Erfahrungen getragen wird."
